,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,case_id,num_classes,classes
847,847,847,847,case_2847,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
849,849,849,849,case_2849,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
589,589,589,589,case_2589,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
590,590,590,590,case_2590,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
591,591,591,591,case_2591,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
592,592,592,592,case_2592,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
629,629,629,629,case_2629,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
631,631,631,631,case_2631,26,"[24, 29, 50, 53, 70, 85, 103, 112, 113, 114, 116, 130, 146, 152, 155, 175, 176, 180, 188, 197, 204, 221, 223, 230, 242, 247]"
790,790,790,790,case_2790,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
792,792,792,792,case_2792,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
954,954,954,954,case_2954,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
299,299,299,299,case_2299,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
300,300,300,300,case_2300,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
301,301,301,301,case_2301,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
292,292,292,292,case_2292,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
293,293,293,293,case_2293,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
350,350,350,350,case_2350,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
339,339,339,339,case_2339,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
382,382,382,382,case_2382,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
383,383,383,383,case_2383,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
384,384,384,384,case_2384,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
385,385,385,385,case_2385,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
362,362,362,362,case_2362,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
366,366,366,366,case_2366,26,"[24, 29, 50, 53, 63, 85, 97, 103, 112, 113, 114, 116, 130, 146, 152, 153, 155, 175, 176, 180, 188, 204, 223, 230, 242, 247]"
360,360,360,360,case_2360,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
410,410,410,410,case_2410,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
322,322,322,322,case_2322,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
323,323,323,323,case_2323,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
324,324,324,324,case_2324,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
325,325,325,325,case_2325,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
328,328,328,328,case_2328,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
378,378,378,378,case_2378,26,"[24, 29, 50, 53, 63, 85, 97, 103, 112, 113, 114, 116, 130, 146, 152, 153, 155, 175, 176, 180, 188, 204, 223, 230, 242, 247]"
380,380,380,380,case_2380,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
381,381,381,381,case_2381,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
341,341,341,341,case_2341,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
344,344,344,344,case_2344,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
345,345,345,345,case_2345,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
330,330,330,330,case_2330,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
332,332,332,332,case_2332,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
333,333,333,333,case_2333,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
334,334,334,334,case_2334,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
337,337,337,337,case_2337,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
608,608,608,608,case_2608,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
594,594,594,594,case_2594,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
595,595,595,595,case_2595,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
596,596,596,596,case_2596,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
597,597,597,597,case_2597,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
599,599,599,599,case_2599,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
600,600,600,600,case_2600,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
601,601,601,601,case_2601,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
530,530,530,530,case_2530,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
531,531,531,531,case_2531,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
532,532,532,532,case_2532,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
533,533,533,533,case_2533,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
534,534,534,534,case_2534,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
535,535,535,535,case_2535,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
536,536,536,536,case_2536,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
524,524,524,524,case_2524,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
817,817,817,817,case_2817,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
809,809,809,809,case_2809,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
864,864,864,864,case_2864,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
855,855,855,855,case_2855,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
856,856,856,856,case_2856,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
539,539,539,539,case_2539,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
542,542,542,542,case_2542,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
543,543,543,543,case_2543,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
386,386,386,386,case_2386,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
387,387,387,387,case_2387,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
120,120,120,120,case_2120,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
107,107,107,107,case_2107,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
99,99,99,99,case_2099,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
104,104,104,104,case_2104,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
576,576,576,576,case_2576,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
813,813,813,813,case_2813,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
414,414,414,414,case_2414,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
416,416,416,416,case_2416,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
403,403,403,403,case_2403,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
407,407,407,407,case_2407,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
394,394,394,394,case_2394,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
395,395,395,395,case_2395,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
396,396,396,396,case_2396,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
397,397,397,397,case_2397,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
420,420,420,420,case_2420,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
476,476,476,476,case_2476,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
477,477,477,477,case_2477,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
467,467,467,467,case_2467,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
470,470,470,470,case_2470,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
458,458,458,458,case_2458,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
461,461,461,461,case_2461,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
463,463,463,463,case_2463,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
434,434,434,434,case_2434,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
437,437,437,437,case_2437,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
438,438,438,438,case_2438,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
428,428,428,428,case_2428,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
429,429,429,429,case_2429,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
431,431,431,431,case_2431,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
432,432,432,432,case_2432,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
419,419,419,419,case_2419,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
388,388,388,388,case_2388,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
389,389,389,389,case_2389,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
390,390,390,390,case_2390,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
391,391,391,391,case_2391,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
393,393,393,393,case_2393,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
444,444,444,444,case_2444,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
446,446,446,446,case_2446,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
447,447,447,447,case_2447,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
525,525,525,525,case_2525,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
526,526,526,526,case_2526,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
527,527,527,527,case_2527,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
528,528,528,528,case_2528,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
514,514,514,514,case_2514,26,"[24, 29, 50, 53, 63, 85, 97, 103, 112, 113, 114, 116, 130, 146, 152, 153, 155, 175, 176, 180, 188, 204, 223, 230, 242, 247]"
516,516,516,516,case_2516,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
122,122,122,122,case_2122,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
125,125,125,125,case_2125,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
451,451,451,451,case_2451,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
452,452,452,452,case_2452,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
453,453,453,453,case_2453,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
454,454,454,454,case_2454,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
455,455,455,455,case_2455,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
457,457,457,457,case_2457,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
506,506,506,506,case_2506,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
508,508,508,508,case_2508,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
884,884,884,884,case_2884,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
885,885,885,885,case_2885,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
886,886,886,886,case_2886,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
887,887,887,887,case_2887,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
889,889,889,889,case_2889,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
875,875,875,875,case_2875,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
876,876,876,876,case_2876,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
450,450,450,450,case_2450,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
891,891,891,891,case_2891,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
892,892,892,892,case_2892,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
893,893,893,893,case_2893,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
894,894,894,894,case_2894,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
895,895,895,895,case_2895,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
896,896,896,896,case_2896,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
897,897,897,897,case_2897,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
883,883,883,883,case_2883,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
834,834,834,834,case_2834,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
835,835,835,835,case_2835,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
836,836,836,836,case_2836,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
837,837,837,837,case_2837,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
838,838,838,838,case_2838,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
839,839,839,839,case_2839,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
840,840,840,840,case_2840,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
